# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Apr 16 01:34:03 2020
#
# User preference: *
#
# COLUMN 0 pl_hostname:    Host Name
# COLUMN 1 pl_name:        Planet Name
# COLUMN 2 pl_discmethod:  Discovery Method
# COLUMN 3 pl_orbper:      Orbital Period [days]
# COLUMN 4 dec_str:        Dec [sexagesimal]
# COLUMN 5 dec:            Dec [decimal degrees]
# COLUMN 6 pl_masse:       Planet Mass [Earth mass]
# COLUMN 7 pl_rade:        Planet Radius [Earth radii]
#
# pl_hostname,pl_name,pl_discmethod,pl_orbper,dec_str,dec,pl_masse,pl_rade
Kepler-267,Kepler-267 d,Transit,28.46451500,+47d09m26.9s,47.157461,,2.270
Kepler-268,Kepler-268 b,Transit,25.93413800,+38d03m18.3s,38.055075,,2.550
Kepler-268,Kepler-268 c,Transit,83.44639300,+38d03m18.3s,38.055075,,3.380
Kepler-269,Kepler-269 b,Transit,5.32671800,+41d46m33.5s,41.775967,,2.470
Kepler-269,Kepler-269 c,Transit,8.12789900,+41d46m33.5s,41.775967,,1.690
Kepler-27,Kepler-27 b,Transit,15.33480000,+41d05m09.2s,41.085876,2895.31000,4.000
Kepler-27,Kepler-27 c,Transit,31.33090000,+41d05m09.2s,41.085876,4385.87000,4.900
Kepler-270,Kepler-270 b,Transit,11.47609400,+44d25m20.3s,44.422302,,2.010
Kepler-270,Kepler-270 c,Transit,25.26288700,+44d25m20.3s,44.422302,,1.770
Kepler-271,Kepler-271 b,Transit,10.43547805,+44d17m03.2s,44.284233,,1.230
Kepler-271,Kepler-271 c,Transit,7.41086267,+44d17m03.2s,44.284233,,0.950
Kepler-271,Kepler-271 d,Transit,5.24972541,+44d17m03.2s,44.284233,,0.660
Kepler-272,Kepler-272 b,Transit,2.97135300,+47d35m37.8s,47.593830,,1.430
Kepler-272,Kepler-272 c,Transit,6.05734200,+47d35m37.8s,47.593830,,1.790
Kepler-272,Kepler-272 d,Transit,10.93730400,+47d35m37.8s,47.593830,,2.250
Kepler-273,Kepler-273 b,Transit,2.93653200,+47d41m51.9s,47.697758,,1.500
Kepler-273,Kepler-273 c,Transit,8.01492700,+47d41m51.9s,47.697758,,1.980
Kepler-274,Kepler-274 b,Transit,11.63478800,+38d28m38.2s,38.477274,,1.540
Kepler-274,Kepler-274 c,Transit,33.19786100,+38d28m38.2s,38.477274,,1.840
Kepler-275,Kepler-275 b,Transit,10.30068200,+38d30m53.7s,38.514927,,2.340
Kepler-275,Kepler-275 c,Transit,16.08813400,+38d30m53.7s,38.514927,,3.380
Kepler-275,Kepler-275 d,Transit,35.67606200,+38d30m53.7s,38.514927,,3.330
Kepler-276,Kepler-276 b,Transit,14.12841000,+39d02m10.8s,39.036326,,2.870
Kepler-276,Kepler-276 c,Transit,31.88400000,+39d02m10.8s,39.036326,16.60000,2.900
Kepler-276,Kepler-276 d,Transit,48.64800000,+39d02m10.8s,39.036326,16.30000,2.800
Kepler-277,Kepler-277 b,Transit,17.32400000,+39d04m38.0s,39.077209,87.30000,2.920
Kepler-277,Kepler-277 c,Transit,33.00600000,+39d04m38.0s,39.077209,64.20000,3.360
Kepler-278,Kepler-278 b,Transit,30.16054600,+38d42m08.0s,38.702235,,4.070
Kepler-278,Kepler-278 c,Transit,51.07877500,+38d42m08.0s,38.702235,,3.590
Kepler-279,Kepler-279 b,Transit,12.30968100,+42d11m41.4s,42.194836,,3.620
Kepler-279,Kepler-279 c,Transit,35.73600000,+42d11m41.4s,42.194836,49.40000,4.300
Kepler-279,Kepler-279 d,Transit,54.41400000,+42d11m41.4s,42.194836,37.50000,3.100
Kepler-28,Kepler-28 b,Transit,5.91230000,+42d25m45.9s,42.429420,479.90000,3.600
Kepler-28,Kepler-28 c,Transit,8.98580000,+42d25m45.9s,42.429420,432.23000,3.400
Kepler-280,Kepler-280 b,Transit,2.13954200,+42d10m50.1s,42.180588,,1.450
Kepler-280,Kepler-280 c,Transit,4.80709100,+42d10m50.1s,42.180588,,2.010
Kepler-281,Kepler-281 b,Transit,14.64600800,+44d46m14.5s,44.770699,,2.820
Kepler-281,Kepler-281 c,Transit,36.33737300,+44d46m14.5s,44.770699,,5.310
Kepler-282,Kepler-282 b,Transit,9.22052400,+44d47m51.7s,44.797684,,1.010
Kepler-282,Kepler-282 c,Transit,13.63872300,+44d47m51.7s,44.797684,,1.200
Kepler-282,Kepler-282 d,Transit,24.80600000,+44d47m51.7s,44.797684,61.00000,2.460
Kepler-282,Kepler-282 e,Transit,44.34700000,+44d47m51.7s,44.797684,56.20000,3.100
Kepler-283,Kepler-283 b,Transit,11.00815100,+47d50m20.4s,47.838998,,2.130
Kepler-283,Kepler-283 c,Transit,92.74371100,+47d50m20.4s,47.838998,,1.820
Kepler-284,Kepler-284 b,Transit,12.69914900,+47d43m46.7s,47.729649,,2.240
Kepler-284,Kepler-284 c,Transit,37.51445600,+47d43m46.7s,47.729649,,2.610
Kepler-285,Kepler-285 b,Transit,2.63386700,+48d03m56.2s,48.065609,,1.340
Kepler-285,Kepler-285 c,Transit,6.18667600,+48d03m56.2s,48.065609,,1.120
Kepler-286,Kepler-286 b,Transit,1.79630200,+48d17m39.4s,48.294289,,1.240
Kepler-286,Kepler-286 c,Transit,3.46809500,+48d17m39.4s,48.294289,,1.370
Kepler-286,Kepler-286 d,Transit,5.91432300,+48d17m39.4s,48.294289,,1.330
Kepler-286,Kepler-286 e,Transit,29.22128900,+48d17m39.4s,48.294289,,1.770
Kepler-287,Kepler-287 b,Transit,20.34219900,+48d26m36.8s,48.443550,,2.330
Kepler-287,Kepler-287 c,Transit,44.85189600,+48d26m36.8s,48.443550,,3.260
Kepler-288,Kepler-288 b,Transit,6.09732600,+39d35m41.0s,39.594717,,1.670
Kepler-288,Kepler-288 c,Transit,19.30577200,+39d35m41.0s,39.594717,,2.850
Kepler-288,Kepler-288 d,Transit,56.63374200,+39d35m41.0s,39.594717,,2.670
Kepler-289,Kepler-289 b,Transit,34.54500000,+42d52m58.3s,42.882850,7.30000,2.150
Kepler-289,Kepler-289 c,Transit,125.85180000,+42d52m58.3s,42.882850,132.00000,11.590
Kepler-289,Kepler-289 d,Transit,66.06340000,+42d52m58.3s,42.882850,4.00000,2.680
Kepler-29,Kepler-29 b,Transit,10.33840000,+47d29m28.4s,47.491226,4.51000,3.350
Kepler-29,Kepler-29 c,Transit,13.28840000,+47d29m28.4s,47.491226,4.00000,3.140
Kepler-290,Kepler-290 b,Transit,14.58934700,+42d40m53.6s,42.681553,,2.250
Kepler-290,Kepler-290 c,Transit,36.77031000,+42d40m53.6s,42.681553,,2.700
Kepler-291,Kepler-291 b,Transit,3.54651100,+42d26m14.3s,42.437302,,2.160
Kepler-291,Kepler-291 c,Transit,5.70078600,+42d26m14.3s,42.437302,,1.880
Kepler-292,Kepler-292 b,Transit,2.58082700,+42d25m27.4s,42.424288,,1.320
Kepler-292,Kepler-292 c,Transit,3.71533500,+42d25m27.4s,42.424288,,1.470
Kepler-292,Kepler-292 d,Transit,7.05567900,+42d25m27.4s,42.424288,,2.230
Kepler-292,Kepler-292 e,Transit,11.97901000,+42d25m27.4s,42.424288,,2.670
Kepler-292,Kepler-292 f,Transit,20.83423700,+42d25m27.4s,42.424288,,2.350
Kepler-293,Kepler-293 b,Transit,19.25419600,+42d24m23.4s,42.406509,,3.070
Kepler-293,Kepler-293 c,Transit,54.15574300,+42d24m23.4s,42.406509,,3.830
Kepler-294,Kepler-294 b,Transit,3.70121200,+46d03m33.5s,46.059312,,1.770
Kepler-294,Kepler-294 c,Transit,6.62640000,+46d03m33.5s,46.059312,,2.710
Kepler-295,Kepler-295 b,Transit,12.64516400,+45d22m04.0s,45.367786,,1.220
Kepler-295,Kepler-295 c,Transit,21.52625800,+45d22m04.0s,45.367786,,1.170
Kepler-295,Kepler-295 d,Transit,33.88405400,+45d22m04.0s,45.367786,,1.360
Kepler-296,Kepler-296 b,Transit,10.86438400,+49d26m14.4s,49.437326,,1.610
Kepler-296,Kepler-296 c,Transit,5.84163660,+49d26m14.4s,49.437326,,2.000
Kepler-296,Kepler-296 d,Transit,19.85029100,+49d26m14.4s,49.437326,,2.090
Kepler-296,Kepler-296 e,Transit,34.14211000,+49d26m14.4s,49.437326,,1.530
Kepler-296,Kepler-296 f,Transit,63.33627000,+49d26m14.4s,49.437326,,1.800
Kepler-297,Kepler-297 b,Transit,38.87182600,+48d46m39.5s,48.777645,,2.870
Kepler-297,Kepler-297 c,Transit,74.92013700,+48d46m39.5s,48.777645,,6.540
Kepler-298,Kepler-298 b,Transit,10.47546400,+48d49m31.3s,48.825359,,1.960
Kepler-298,Kepler-298 c,Transit,22.92881000,+48d49m31.3s,48.825359,,1.930
Kepler-298,Kepler-298 d,Transit,77.47363300,+48d49m31.3s,48.825359,,2.500
Kepler-299,Kepler-299 b,Transit,2.92712800,+48d34m49.8s,48.580502,,1.320
Kepler-299,Kepler-299 c,Transit,6.88587500,+48d34m49.8s,48.580502,,2.650
Kepler-299,Kepler-299 d,Transit,15.05478600,+48d34m49.8s,48.580502,,1.860
Kepler-299,Kepler-299 e,Transit,38.28548900,+48d34m49.8s,48.580502,,1.870
Kepler-30,Kepler-30 b,Transit,29.33434000,+38d56m50.2s,38.947281,11.30000,3.900
Kepler-30,Kepler-30 c,Transit,60.32310500,+38d56m50.2s,38.947281,640.00000,12.300
Kepler-30,Kepler-30 d,Transit,143.34394000,+38d56m50.2s,38.947281,23.10000,8.800
Kepler-300,Kepler-300 b,Transit,10.44634700,+48d35m59.0s,48.599720,,1.670
Kepler-300,Kepler-300 c,Transit,40.71495500,+48d35m59.0s,48.599720,,2.250
Kepler-301,Kepler-301 b,Transit,2.50855300,+49d13m58.8s,49.232990,,1.350
Kepler-301,Kepler-301 c,Transit,5.41902600,+49d13m58.8s,49.232990,,1.350
Kepler-301,Kepler-301 d,Transit,13.75124300,+49d13m58.8s,49.232990,,1.750
Kepler-302,Kepler-302 b,Transit,30.18410400,+43d37m45.6s,43.629345,,4.060
Kepler-302,Kepler-302 c,Transit,127.28218400,+43d37m45.6s,43.629345,,12.450
Kepler-303,Kepler-303 b,Transit,1.93705500,+43d39m25.4s,43.657055,,0.890
Kepler-303,Kepler-303 c,Transit,7.06114900,+43d39m25.4s,43.657055,,1.140
Kepler-304,Kepler-304 b,Transit,3.29570900,+40d33m27.3s,40.557587,,2.860
Kepler-304,Kepler-304 c,Transit,5.31594600,+40d33m27.3s,40.557587,,2.170
Kepler-304,Kepler-304 d,Transit,9.65347100,+40d33m27.3s,40.557587,,2.750
Kepler-304,Kepler-304 e,Transit,1.49914695,+40d33m27.3s,40.557587,,1.200
Kepler-305,Kepler-305 b,Transit,5.48700000,+40d20m35.5s,40.343182,10.50000,3.600
Kepler-305,Kepler-305 c,Transit,8.29100000,+40d20m35.5s,40.343182,6.00000,3.300
Kepler-305,Kepler-305 d,Transit,16.73866100,+40d20m35.5s,40.343182,,2.710
Kepler-306,Kepler-306 b,Transit,4.64618600,+40d36m58.1s,40.616140,,1.520
Kepler-306,Kepler-306 c,Transit,7.24019300,+40d36m58.1s,40.616140,,2.350
Kepler-306,Kepler-306 d,Transit,17.32664400,+40d36m58.1s,40.616140,,2.470
Kepler-306,Kepler-306 e,Transit,44.84097500,+40d36m58.1s,40.616140,,2.270
Kepler-307,Kepler-307 b,Transit,10.42080000,+40d25m03.7s,40.417703,7.44000,2.430
Kepler-307,Kepler-307 c,Transit,13.07290000,+40d25m03.7s,40.417703,3.64000,2.200
Kepler-308,Kepler-308 b,Transit,9.69492800,+40d26m22.4s,40.439550,,2.120
Kepler-308,Kepler-308 c,Transit,15.38231000,+40d26m22.4s,40.439550,,2.160
Kepler-309,Kepler-309 b,Transit,5.92365300,+46d57m40.6s,46.961281,,1.560
Kepler-309,Kepler-309 c,Transit,105.35638300,+46d57m40.6s,46.961281,,2.510
Kepler-31,Kepler-31 b,Transit,20.86130000,+45d51m11.1s,45.853081,,5.500
Kepler-31,Kepler-31 c,Transit,42.63180000,+45d51m11.1s,45.853081,1493.70000,5.300
Kepler-31,Kepler-31 d,Transit,87.64510000,+45d51m11.1s,45.853081,2161.24400,3.900
Kepler-310,Kepler-310 b,Transit,13.93069800,+46d59m12.3s,46.986744,,1.190
Kepler-310,Kepler-310 c,Transit,56.47542000,+46d59m12.3s,46.986744,,3.380
Kepler-310,Kepler-310 d,Transit,92.87612500,+46d59m12.3s,46.986744,,2.470
Kepler-311,Kepler-311 b,Transit,9.17609200,+47d05m07.8s,47.085491,,1.700
Kepler-311,Kepler-311 c,Transit,19.73828600,+47d05m07.8s,47.085491,,1.430
Kepler-312,Kepler-312 b,Transit,1.77241900,+42d27m35.1s,42.459756,,1.290
Kepler-312,Kepler-312 c,Transit,19.74741200,+42d27m35.1s,42.459756,,3.150
Kepler-313,Kepler-313 b,Transit,14.97041800,+48d46m31.7s,48.775459,,2.530
Kepler-313,Kepler-313 c,Transit,32.27327300,+48d46m31.7s,48.775459,,2.570
Kepler-314,Kepler-314 b,Transit,2.46106900,+42d04m32.1s,42.075588,,0.830
Kepler-314,Kepler-314 c,Transit,5.96039200,+42d04m32.1s,42.075588,,2.900
Kepler-315,Kepler-315 b,Transit,96.10114100,+43d21m48.7s,43.363522,,3.770
Kepler-315,Kepler-315 c,Transit,265.46933500,+43d21m48.7s,43.363522,,4.150
Kepler-316,Kepler-316 b,Transit,2.24050800,+44d11m02.8s,44.184109,,1.060
Kepler-316,Kepler-316 c,Transit,6.82776600,+44d11m02.8s,44.184109,,1.160
Kepler-317,Kepler-317 b,Transit,5.52424200,+39d01m55.4s,39.032062,,2.090
Kepler-317,Kepler-317 c,Transit,8.77501000,+39d01m55.4s,39.032062,,1.720
Kepler-318,Kepler-318 b,Transit,4.66271500,+46d47m37.0s,46.793617,,4.710
Kepler-318,Kepler-318 c,Transit,11.81500700,+46d47m37.0s,46.793617,,3.680
Kepler-319,Kepler-319 b,Transit,4.36270500,+39d46m14.4s,39.770658,,1.630
Kepler-319,Kepler-319 c,Transit,6.94135700,+39d46m14.4s,39.770658,,2.630
Kepler-319,Kepler-319 d,Transit,31.78192500,+39d46m14.4s,39.770658,,2.290
Kepler-32,Kepler-32 b,Transit,5.90124000,+46d34m27.4s,46.574281,1303.00000,2.200
Kepler-32,Kepler-32 c,Transit,8.75220000,+46d34m27.4s,46.574281,158.90000,2.000
Kepler-32,Kepler-32 d,Transit,22.78020000,+46d34m27.4s,46.574281,,2.700
Kepler-32,Kepler-32 e,Transit,2.89600000,+46d34m27.4s,46.574281,,1.500
Kepler-32,Kepler-32 f,Transit,0.74296000,+46d34m27.4s,46.574281,,0.820
Kepler-320,Kepler-320 b,Transit,8.37155400,+46d10m30.5s,46.175125,,1.140
Kepler-320,Kepler-320 c,Transit,17.93493700,+46d10m30.5s,46.175125,,1.370
Kepler-321,Kepler-321 b,Transit,4.91537900,+44d08m44.7s,44.145756,,1.770
Kepler-321,Kepler-321 c,Transit,13.09392100,+44d08m44.7s,44.145756,,2.320
Kepler-322,Kepler-322 b,Transit,1.65388800,+44d17m42.9s,44.295242,,1.010
Kepler-322,Kepler-322 c,Transit,4.33723400,+44d17m42.9s,44.295242,,1.670
Kepler-323,Kepler-323 b,Transit,1.67832700,+38d07m38.9s,38.127473,,1.430
Kepler-323,Kepler-323 c,Transit,3.55382200,+38d07m38.9s,38.127473,,1.630
Kepler-324,Kepler-324 b,Transit,4.38531500,+49d38m56.5s,49.649021,,1.140
Kepler-324,Kepler-324 c,Transit,51.80561200,+49d38m56.5s,49.649021,,3.150
Kepler-325,Kepler-325 b,Transit,4.54443900,+49d49m32.3s,49.825626,,2.910
Kepler-325,Kepler-325 c,Transit,12.76217200,+49d49m32.3s,49.825626,,2.540
Kepler-325,Kepler-325 d,Transit,38.71518500,+49d49m32.3s,49.825626,,2.790
Kepler-326,Kepler-326 b,Transit,2.24832900,+46d00m08.1s,46.002254,,1.520
Kepler-326,Kepler-326 c,Transit,4.58035800,+46d00m08.1s,46.002254,,1.400
Kepler-326,Kepler-326 d,Transit,6.76688800,+46d00m08.1s,46.002254,,1.210
Kepler-327,Kepler-327 b,Transit,2.54957500,+44d05m15.6s,44.087673,,1.110
Kepler-327,Kepler-327 c,Transit,5.21233300,+44d05m15.6s,44.087673,,1.030
Kepler-327,Kepler-327 d,Transit,13.96945700,+44d05m15.6s,44.087673,,1.730
Kepler-328,Kepler-328 b,Transit,34.92100000,+40d00m30.6s,40.008503,28.50000,2.300
Kepler-328,Kepler-328 c,Transit,71.31200000,+40d00m30.6s,40.008503,39.40000,5.400
Kepler-329,Kepler-329 b,Transit,7.41639700,+45d13m38.7s,45.227428,,1.400
Kepler-329,Kepler-329 c,Transit,18.68473700,+45d13m38.7s,45.227428,,1.930
Kepler-33,Kepler-33 b,Transit,5.66793000,+46d00m18.8s,46.005222,,1.740
Kepler-33,Kepler-33 c,Transit,13.17562000,+46d00m18.8s,46.005222,,3.200
Kepler-33,Kepler-33 d,Transit,21.77596000,+46d00m18.8s,46.005222,,5.350
Kepler-33,Kepler-33 e,Transit,31.78440000,+46d00m18.8s,46.005222,,4.020
Kepler-33,Kepler-33 f,Transit,41.02902000,+46d00m18.8s,46.005222,,4.460
Kepler-330,Kepler-330 b,Transit,8.25978000,+44d48m06.1s,44.801685,,1.350
Kepler-330,Kepler-330 c,Transit,15.95538700,+44d48m06.1s,44.801685,,1.950
Kepler-331,Kepler-331 b,Transit,8.45749600,+39d18m26.5s,39.307358,,1.820
Kepler-331,Kepler-331 c,Transit,17.28111000,+39d18m26.5s,39.307358,,1.840
Kepler-331,Kepler-331 d,Transit,32.13432800,+39d18m26.5s,39.307358,,1.640
Kepler-332,Kepler-332 b,Transit,7.62632400,+47d24m49.3s,47.413700,,1.170
Kepler-332,Kepler-332 c,Transit,15.99562200,+47d24m49.3s,47.413700,,1.090
Kepler-332,Kepler-332 d,Transit,34.21154000,+47d24m49.3s,47.413700,,1.180
Kepler-333,Kepler-333 b,Transit,12.55115800,+40d54m48.9s,40.913584,,1.320
Kepler-333,Kepler-333 c,Transit,24.08821000,+40d54m48.9s,40.913584,,1.110
Kepler-334,Kepler-334 b,Transit,5.47031900,+47d06m54.7s,47.115196,,1.120
Kepler-334,Kepler-334 c,Transit,12.75800500,+47d06m54.7s,47.115196,,1.430
Kepler-334,Kepler-334 d,Transit,25.09849000,+47d06m54.7s,47.115196,,1.410
Kepler-335,Kepler-335 b,Transit,6.56233100,+45d25m43.0s,45.428623,,3.390
Kepler-335,Kepler-335 c,Transit,67.84446900,+45d25m43.0s,45.428623,,3.070
Kepler-336,Kepler-336 b,Transit,2.02482300,+41d19m52.9s,41.331370,,1.020
Kepler-336,Kepler-336 c,Transit,9.60000100,+41d19m52.9s,41.331370,,2.100
Kepler-336,Kepler-336 d,Transit,20.67877200,+41d19m52.9s,41.331370,,2.370
Kepler-337,Kepler-337 b,Transit,3.29278100,+47d09m50.2s,47.163956,,1.540
Kepler-337,Kepler-337 c,Transit,9.69320100,+47d09m50.2s,47.163956,,2.050
Kepler-338,Kepler-338 b,Transit,13.72697600,+40d47m03.6s,40.784347,,2.440
Kepler-338,Kepler-338 c,Transit,24.31085600,+40d47m03.6s,40.784347,,2.340
Kepler-338,Kepler-338 d,Transit,44.43101400,+40d47m03.6s,40.784347,,3.000
Kepler-338,Kepler-338 e,Transit Timing Variations,9.34100000,+40d47m03.6s,40.784347,8.50000,1.560
Kepler-339,Kepler-339 b,Transit,4.97765600,+48d26m40.7s,48.444641,,1.420
Kepler-339,Kepler-339 c,Transit,6.98805500,+48d26m40.7s,48.444641,,1.150
Kepler-339,Kepler-339 d,Transit,10.55834500,+48d26m40.7s,48.444641,,1.170
Kepler-34,Kepler-34 b,Transit,288.82200000,+44d38m29.6s,44.641560,69.92000,8.564
Kepler-340,Kepler-340 b,Transit,14.84438700,+40d18m02.1s,40.300570,,2.530
Kepler-340,Kepler-340 c,Transit,22.82466900,+40d18m02.1s,40.300570,,3.370
Kepler-341,Kepler-341 b,Transit,5.19552800,+43d28m22.0s,43.472775,,1.180
Kepler-341,Kepler-341 c,Transit,8.01041000,+43d28m22.0s,43.472775,,1.700
Kepler-341,Kepler-341 d,Transit,27.66631300,+43d28m22.0s,43.472775,,1.850
Kepler-341,Kepler-341 e,Transit,42.47326900,+43d28m22.0s,43.472775,,1.990
Kepler-342,Kepler-342 b,Transit,15.17031800,+46d43m36.2s,46.726715,,2.250
Kepler-342,Kepler-342 c,Transit,26.23413800,+46d43m36.2s,46.726715,,1.960
Kepler-342,Kepler-342 d,Transit,39.45935700,+46d43m36.2s,46.726715,,2.490
Kepler-342,Kepler-342 e,Transit,1.64422461,+46d43m36.2s,46.726715,,0.880
Kepler-343,Kepler-343 b,Transit,8.96855000,+42d25m58.8s,42.433006,,2.410
Kepler-343,Kepler-343 c,Transit,23.22182000,+42d25m58.8s,42.433006,,2.020
Kepler-344,Kepler-344 b,Transit,21.96394500,+46d19m27.9s,46.324406,,2.610
Kepler-344,Kepler-344 c,Transit,125.59680900,+46d19m27.9s,46.324406,,2.950
Kepler-345,Kepler-345 b,Transit,7.41556300,+45d58m15.7s,45.971020,,0.740
Kepler-345,Kepler-345 c,Transit,9.38742700,+45d58m15.7s,45.971020,,1.200
Kepler-346,Kepler-346 b,Transit,6.51112700,+46d07m03.4s,46.117607,,2.660
Kepler-346,Kepler-346 c,Transit,23.85154900,+46d07m03.4s,46.117607,,3.070
Kepler-347,Kepler-347 b,Transit,12.79836000,+49d18m20.6s,49.305717,,1.970
Kepler-347,Kepler-347 c,Transit,27.32087100,+49d18m20.6s,49.305717,,1.750
Kepler-348,Kepler-348 b,Transit,7.05677000,+40d32m54.1s,40.548373,,1.520
Kepler-348,Kepler-348 c,Transit,17.26542700,+40d32m54.1s,40.548373,,1.330
Kepler-349,Kepler-349 b,Transit,5.92977800,+44d36m56.1s,44.615578,,1.900
Kepler-349,Kepler-349 c,Transit,12.24762900,+44d36m56.1s,44.615578,,1.960
Kepler-35,Kepler-35 b,Transit,131.45800000,+46d41m23.1s,46.689762,40.36300,8.160
Kepler-350,Kepler-350 b,Transit,11.18956200,+39d42m22.0s,39.706107,,1.850
Kepler-350,Kepler-350 c,Transit,17.84900000,+39d42m22.0s,39.706107,6.10000,3.100
Kepler-350,Kepler-350 d,Transit,26.13600000,+39d42m22.0s,39.706107,14.90000,2.800
Kepler-351,Kepler-351 b,Transit,37.05491900,+42d39m28.4s,42.657879,,3.060
Kepler-351,Kepler-351 c,Transit,57.24809000,+42d39m28.4s,42.657879,,3.190
Kepler-351,Kepler-351 d,Transit,142.54424700,+42d39m28.4s,42.657879,,2.720
Kepler-352,Kepler-352 b,Transit,10.05537000,+46d03m07.1s,46.051975,,0.860
Kepler-352,Kepler-352 c,Transit,16.33299500,+46d03m07.1s,46.051975,,1.240
Kepler-353,Kepler-353 b,Transit,5.79527800,+41d45m29.4s,41.758180,,0.890
Kepler-353,Kepler-353 c,Transit,8.41089400,+41d45m29.4s,41.758180,,1.380
Kepler-354,Kepler-354 b,Transit,5.47666000,+41d20m08.3s,41.335640,,1.840
Kepler-354,Kepler-354 c,Transit,16.93440200,+41d20m08.3s,41.335640,,1.310
Kepler-354,Kepler-354 d,Transit,24.20984200,+41d20m08.3s,41.335640,,1.240
Kepler-355,Kepler-355 b,Transit,11.03189000,+42d48m42.4s,42.811783,,1.460
Kepler-355,Kepler-355 c,Transit,25.76229400,+42d48m42.4s,42.811783,,2.710
Kepler-356,Kepler-356 b,Transit,4.61269600,+37d40m58.1s,37.682819,,1.570
Kepler-356,Kepler-356 c,Transit,13.12163200,+37d40m58.1s,37.682819,,1.810
Kepler-357,Kepler-357 b,Transit,6.47543400,+44d00m31.4s,44.008720,,1.840
Kepler-357,Kepler-357 c,Transit,16.85837000,+44d00m31.4s,44.008720,,2.670
Kepler-357,Kepler-357 d,Transit,49.49987500,+44d00m31.4s,44.008720,,3.430
Kepler-358,Kepler-358 b,Transit,34.06046700,+48d16m53.0s,48.281376,,2.720
Kepler-358,Kepler-358 c,Transit,83.48836900,+48d16m53.0s,48.281376,,2.850
Kepler-359,Kepler-359 b,Transit,25.56322200,+42d11m46.9s,42.196354,,3.530
Kepler-359,Kepler-359 c,Transit,57.68802000,+42d11m46.9s,42.196354,,4.300
Kepler-359,Kepler-359 d,Transit,77.09569100,+42d11m46.9s,42.196354,,4.010
Kepler-36,Kepler-36 b,Transit,13.83989000,+49d13m54.6s,49.231827,4.45000,1.486
Kepler-36,Kepler-36 c,Transit,16.23855000,+49d13m54.6s,49.231827,8.08000,3.679
Kepler-360,Kepler-360 b,Transit,3.28967200,+44d46m53.6s,44.781555,,1.650
Kepler-360,Kepler-360 c,Transit,7.18643400,+44d46m53.6s,44.781555,,2.100
Kepler-361,Kepler-361 b,Transit,8.48661600,+46d44m28.2s,46.741154,,1.450
Kepler-361,Kepler-361 c,Transit,55.18802300,+46d44m28.2s,46.741154,,2.520
Kepler-362,Kepler-362 b,Transit,10.32718600,+47d31m47.7s,47.529903,,0.880
Kepler-362,Kepler-362 c,Transit,37.86628100,+47d31m47.7s,47.529903,,1.450
Kepler-363,Kepler-363 b,Transit,3.61456800,+41d18m19.4s,41.305393,,1.160
Kepler-363,Kepler-363 c,Transit,7.54242700,+41d18m19.4s,41.305393,,1.690
Kepler-363,Kepler-363 d,Transit,11.93212500,+41d18m19.4s,41.305393,,2.050
Kepler-364,Kepler-364 b,Transit,25.74571800,+47d23m55.3s,47.398697,,1.550
Kepler-364,Kepler-364 c,Transit,59.98062700,+47d23m55.3s,47.398697,,2.150
Kepler-365,Kepler-365 b,Transit,10.66490300,+49d07m49.6s,49.130436,,2.040
Kepler-365,Kepler-365 c,Transit,17.78412900,+49d07m49.6s,49.130436,,1.640
Kepler-366,Kepler-366 b,Transit,3.28195900,+49d05m04.0s,49.084446,,1.460
Kepler-366,Kepler-366 c,Transit,12.51616000,+49d05m04.0s,49.084446,,1.790
Kepler-367,Kepler-367 b,Transit,37.81572400,+49d58m53.9s,49.981632,,1.300
Kepler-367,Kepler-367 c,Transit,53.57863700,+49d58m53.9s,49.981632,,1.200
Kepler-368,Kepler-368 b,Transit,26.84768000,+45d23m16.6s,45.387936,,3.260
Kepler-368,Kepler-368 c,Transit,72.37933400,+45d23m16.6s,45.387936,,3.880
Kepler-369,Kepler-369 b,Transit,2.73275600,+47d54m30.5s,47.908467,,1.130
Kepler-369,Kepler-369 c,Transit,14.87157200,+47d54m30.5s,47.908467,,1.410
Kepler-37,Kepler-37 b,Transit,13.36731000,+44d31m05.3s,44.518131,3.17830,0.336
Kepler-37,Kepler-37 c,Transit,21.30200000,+44d31m05.3s,44.518131,12.00000,0.750
Kepler-37,Kepler-37 d,Transit,39.79220000,+44d31m05.3s,44.518131,12.20000,1.940
Kepler-37,Kepler-37 e,Transit Timing Variations,51.19600000,+44d31m05.3s,44.518131,,
Kepler-370,Kepler-370 b,Transit,4.57953000,+40d54m58.7s,40.916306,,1.590
Kepler-370,Kepler-370 c,Transit,19.02293000,+40d54m58.7s,40.916306,,1.910
Kepler-371,Kepler-371 b,Transit,34.76327800,+38d39m27.3s,38.657588,,1.890
Kepler-371,Kepler-371 c,Transit,67.96801500,+38d39m27.3s,38.657588,,1.780
Kepler-372,Kepler-372 b,Transit,6.84969200,+49d15m32.2s,49.258953,,1.360
Kepler-372,Kepler-372 c,Transit,20.05376300,+49d15m32.2s,49.258953,,2.090
Kepler-372,Kepler-372 d,Transit,30.09256800,+49d15m32.2s,49.258953,,1.690
Kepler-373,Kepler-373 b,Transit,5.53530900,+50d35m49.4s,50.597050,,1.360
Kepler-373,Kepler-373 c,Transit,16.72594800,+50d35m49.4s,50.597050,,1.240
