# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Apr 16 01:34:03 2020
#
# User preference: *
#
# COLUMN 0 pl_hostname:    Host Name
# COLUMN 1 pl_name:        Planet Name
# COLUMN 2 pl_discmethod:  Discovery Method
# COLUMN 3 pl_orbper:      Orbital Period [days]
# COLUMN 4 dec_str:        Dec [sexagesimal]
# COLUMN 5 dec:            Dec [decimal degrees]
# COLUMN 6 pl_masse:       Planet Mass [Earth mass]
# COLUMN 7 pl_rade:        Planet Radius [Earth radii]
#
# pl_hostname,pl_name,pl_discmethod,pl_orbper,dec_str,dec,pl_masse,pl_rade
Kepler-877,Kepler-877 b,Transit,18.45847097,+46d31m21.6s,46.522667,,2.120
Kepler-878,Kepler-878 b,Transit,25.94220330,+46d36m12.4s,46.603439,,1.930
Kepler-879,Kepler-879 b,Transit,33.38559380,+50d54m35.3s,50.909798,,2.570
Kepler-880,Kepler-880 b,Transit,7.71468975,+43d40m22.0s,43.672771,,2.660
Kepler-881,Kepler-881 b,Transit,4.44448017,+46d40m14.7s,46.670753,,1.780
Kepler-882,Kepler-882 b,Transit,3.98953967,+43d20m08.1s,43.335587,,1.230
Kepler-883,Kepler-883 b,Transit,12.98495573,+50d18m01.2s,50.300327,,1.780
Kepler-884,Kepler-884 b,Transit,5.69919514,+49d55m23.4s,49.923161,,1.230
Kepler-885,Kepler-885 b,Transit,18.11472949,+49d44m13.9s,49.737206,,2.500
Kepler-886,Kepler-886 b,Transit,6.24146367,+43d35m42.8s,43.595234,,1.520
Kepler-887,Kepler-887 b,Transit,20.42228798,+39d49m01.2s,39.816989,,1.840
Kepler-887,Kepler-887 c,Transit,7.63846023,+39d49m01.2s,39.816989,,1.130
Kepler-888,Kepler-888 b,Transit,70.69790610,+49d44m19.1s,49.738632,,1.760
Kepler-889,Kepler-889 b,Transit,3.74443900,+50d45m34.2s,50.759489,,1.090
Kepler-890,Kepler-890 b,Transit,52.75875577,+43d45m48.6s,43.763496,,8.890
Kepler-891,Kepler-891 b,Transit,53.44945593,+40d21m18.9s,40.355255,,6.410
Kepler-892,Kepler-892 b,Transit,13.75210720,+43d53m17.7s,43.888241,,2.810
Kepler-893,Kepler-893 b,Transit,6.33855761,+43d54m46.8s,43.913006,,3.030
Kepler-894,Kepler-894 b,Transit,9.80322400,+46d56m21.8s,46.939396,,2.780
Kepler-895,Kepler-895 b,Transit,2.80624233,+51d24m32.0s,51.408891,,1.540
Kepler-896,Kepler-896 b,Transit,144.54739600,+43d44m04.1s,43.734486,,2.530
Kepler-897,Kepler-897 b,Transit,8.04726420,+51d41m45.0s,51.695820,,2.390
Kepler-898,Kepler-898 b,Transit,5.87061910,+46d52m15.3s,46.870930,,1.490
Kepler-899,Kepler-899 b,Transit,19.17891293,+40d40m50.8s,40.680780,,2.680
Kepler-9,Kepler-9 b,Transit,19.23891000,+38d24m03.2s,38.400892,43.40000,8.290
Kepler-9,Kepler-9 c,Transit,38.98530000,+38d24m03.2s,38.400892,29.90000,8.080
Kepler-9,Kepler-9 d,Transit,1.59285100,+38d24m03.2s,38.400892,,1.640
KOI-351,Kepler-90 i,Transit,14.44912000,+49d18m18.6s,49.305161,,1.320
Kepler-900,Kepler-900 b,Transit,6.99130860,+46d59m56.5s,46.999020,,2.080
Kepler-901,Kepler-901 b,Transit,3.51749439,+40d53m15.0s,40.887497,,1.370
Kepler-902,Kepler-902 b,Transit,40.10995470,+46d57m13.8s,46.953823,,2.540
Kepler-903,Kepler-903 b,Transit,10.35077210,+40d39m51.0s,40.664176,,2.010
Kepler-903,Kepler-903 c,Transit,62.92285570,+40d39m51.0s,40.664176,,2.530
Kepler-904,Kepler-904 b,Transit,3.02166863,+40d23m20.6s,40.389049,,1.770
Kepler-905,Kepler-905 b,Transit,5.08274652,+46d42m48.1s,46.713375,,1.410
Kepler-906,Kepler-906 b,Transit,41.69799760,+40d07m31.8s,40.125487,,2.110
Kepler-907,Kepler-907 b,Transit,15.86621821,+41d37m57.9s,41.632740,,1.200
Kepler-908,Kepler-908 b,Transit,1.34059747,+39d22m35.3s,39.376484,,1.220
Kepler-909,Kepler-909 b,Transit,13.93290318,+45d22m15.6s,45.370998,,1.470
Kepler-91,Kepler-91 b,Transit,6.24658000,+44d07m00.2s,44.116734,257.44230,15.323
Kepler-910,Kepler-910 b,Transit,2.36436901,+42d44m34.8s,42.743006,,0.820
Kepler-911,Kepler-911 b,Transit,20.31050100,+40d45m02.5s,40.750689,,2.600
Kepler-912,Kepler-912 b,Transit,2.53475627,+41d45m30.0s,41.758333,,2.800
Kepler-913,Kepler-913 b,Transit,10.29672521,+41d57m08.8s,41.952431,,2.060
Kepler-914,Kepler-914 b,Transit,4.40966548,+44d53m57.6s,44.899330,,1.380
Kepler-915,Kepler-915 b,Transit,4.59489604,+45d44m13.7s,45.737137,,1.500
Kepler-916,Kepler-916 b,Transit,32.29687980,+45d58m23.9s,45.973301,,1.760
Kepler-917,Kepler-917 b,Transit,2.97041437,+47d56m57.4s,47.949284,,1.910
Kepler-918,Kepler-918 b,Transit,4.85386933,+48d16m04.2s,48.267838,,1.740
Kepler-919,Kepler-919 b,Transit,11.04603384,+48d29m39.9s,48.494404,,2.250
Kepler-92,Kepler-92 b,Transit,13.74900000,+41d33m46.6s,41.562941,64.30000,3.510
Kepler-92,Kepler-92 c,Transit,26.72300000,+41d33m46.6s,41.562941,6.10000,2.600
Kepler-92,Kepler-92 d,Transit,49.35680000,+41d33m46.6s,41.562941,,2.067
Kepler-920,Kepler-920 b,Transit,6.53192704,+49d09m31.2s,49.158676,,2.420
Kepler-920,Kepler-920 c,Transit,100.82741130,+49d09m31.2s,49.158676,,3.800
Kepler-921,Kepler-921 b,Transit,51.30063400,+49d11m26.9s,49.190811,,2.870
Kepler-922,Kepler-922 b,Transit,0.93846683,+49d31m59.5s,49.533195,,1.420
Kepler-923,Kepler-923 b,Transit,6.93366476,+40d03m18.6s,40.055165,,1.380
Kepler-924,Kepler-924 b,Transit,61.03701170,+40d23m51.8s,40.397718,,3.070
Kepler-925,Kepler-925 b,Transit,33.86785310,+40d29m26.4s,40.490657,,2.340
Kepler-926,Kepler-926 b,Transit,52.06886010,+40d42m01.7s,40.700466,,2.310
Kepler-927,Kepler-927 b,Transit,9.11499030,+41d23m33.7s,41.392695,,1.720
Kepler-928,Kepler-928 b,Transit,3.93246130,+41d32m34.2s,41.542828,,1.590
Kepler-929,Kepler-929 b,Transit,0.92103214,+41d36m55.2s,41.615332,,1.110
Kepler-93,Kepler-93 b,Transit,4.72674000,+38d40m20.5s,38.672354,3.17830,1.569
Kepler-93,Kepler-93 c,Radial Velocity,1460.00000000,+38d40m20.5s,38.672354,954.00000,
Kepler-930,Kepler-930 b,Transit,71.45177750,+42d14m50.8s,42.247434,,2.130
Kepler-931,Kepler-931 b,Transit,8.03755877,+42d46m05.7s,42.768253,,1.330
Kepler-932,Kepler-932 b,Transit,1.92143740,+43d16m19.1s,43.271969,,1.370
Kepler-933,Kepler-933 b,Transit,14.20443009,+43d32m19.0s,43.538612,,2.460
Kepler-934,Kepler-934 b,Transit,55.67383090,+43d45m19.2s,43.755322,,2.090
Kepler-935,Kepler-935 b,Transit,4.88083852,+46d37m09.2s,46.619217,,1.350
Kepler-936,Kepler-936 b,Transit,10.56134221,+46d44m10.8s,46.736347,,1.450
Kepler-937,Kepler-937 b,Transit,67.66882700,+46d42m52.6s,46.714611,,3.720
Kepler-937,Kepler-937 c,Transit,153.34336400,+46d42m52.6s,46.714611,,2.670
Kepler-938,Kepler-938 b,Transit,52.62984170,+46d59m02.4s,46.983990,,2.220
Kepler-939,Kepler-939 b,Transit,14.87829600,+47d01m36.6s,47.026829,,1.750
Kepler-94,Kepler-94 b,Transit,2.50806000,+47d29m49.7s,47.497148,10.84000,3.510
Kepler-94,Kepler-94 c,Radial Velocity,820.30000000,+47d29m49.7s,47.497148,3126.00000,
Kepler-940,Kepler-940 b,Transit,59.62252570,+47d16m33.5s,47.275982,,3.340
Kepler-941,Kepler-941 b,Transit,17.42395198,+47d13m03.4s,47.217613,,3.080
Kepler-942,Kepler-942 b,Transit,44.96417488,+44d08m59.3s,44.149818,,2.130
Kepler-943,Kepler-943 b,Transit,49.77014380,+41d32m06.1s,41.535023,,5.930
Kepler-944,Kepler-944 b,Transit,43.31677370,+42d22m47.1s,42.379761,,2.630
Kepler-945,Kepler-945 b,Transit,31.00338140,+42d05m45.8s,42.096046,,2.630
Kepler-946,Kepler-946 b,Transit,11.79162572,+44d01m43.6s,44.028790,,1.930
Kepler-947,Kepler-947 b,Transit,26.96443170,+42d15m09.6s,42.252678,,2.280
Kepler-948,Kepler-948 b,Transit,7.76846622,+41d31m24.0s,41.523338,,1.850
Kepler-949,Kepler-949 b,Transit,8.68930730,+46d27m13.3s,46.453682,,2.910
Kepler-95,Kepler-95 b,Transit,11.52310000,+44d23m52.9s,44.398037,13.00000,3.420
Kepler-950,Kepler-950 b,Transit,98.71804060,+41d07m49.2s,41.130329,,8.980
Kepler-951,Kepler-951 b,Transit,71.52530845,+38d06m52.4s,38.114567,,5.590
Kepler-952,Kepler-952 b,Transit,130.35469190,+41d59m38.1s,41.993912,,7.650
Kepler-953,Kepler-953 b,Transit,88.40655258,+44d37m28.3s,44.624531,,4.210
Kepler-953,Kepler-953 c,Transit,9.10967112,+44d37m28.3s,44.624531,,1.190
Kepler-954,Kepler-954 b,Transit,16.78176602,+47d56m22.2s,47.939510,,2.320
Kepler-955,Kepler-955 b,Transit,14.53244172,+40d16m11.3s,40.269795,,3.130
Kepler-956,Kepler-956 b,Transit,5.24867263,+49d03m42.1s,49.061707,,3.000
Kepler-957,Kepler-957 b,Transit,5.90741354,+48d49m08.4s,48.818996,,5.500
Kepler-958,Kepler-958 b,Transit,9.76788050,+46d04m00.4s,46.066769,,2.060
Kepler-959,Kepler-959 b,Transit,14.80074836,+40d48m41.0s,40.811382,,4.380
Kepler-96,Kepler-96 b,Transit,16.23850000,+40d31m30.5s,40.525141,8.46000,2.670
Kepler-960,Kepler-960 b,Transit,3.12686223,+46d44m47.3s,46.746468,,2.290
Kepler-961,Kepler-961 b,Transit,16.87727414,+43d37m52.6s,43.631268,,2.550
Kepler-962,Kepler-962 b,Transit,12.05707239,+46d14m15.0s,46.237488,,1.970
Kepler-963,Kepler-963 b,Transit,9.97683705,+45d02m28.0s,45.041100,,2.660
Kepler-964,Kepler-964 b,Transit,13.52251060,+40d33m23.7s,40.556591,,2.120
Kepler-965,Kepler-965 b,Transit,134.25272980,+41d53m28.3s,41.891205,,3.380
Kepler-966,Kepler-966 b,Transit,99.74762200,+50d07m18.5s,50.121811,,4.130
Kepler-967,Kepler-967 b,Transit,13.22713379,+38d24m19.3s,38.405360,,2.350
Kepler-967,Kepler-967 c,Transit,198.71125020,+38d24m19.3s,38.405360,,3.650
Kepler-968,Kepler-968 b,Transit,3.69298373,+50d06m43.3s,50.112038,,2.000
Kepler-968,Kepler-968 c,Transit,5.70940492,+50d06m43.3s,50.112038,,1.690
Kepler-969,Kepler-969 b,Transit,34.17317140,+47d56m00.8s,47.933556,,2.070
Kepler-969,Kepler-969 c,Transit,1.68293460,+47d56m00.8s,47.933556,,0.990
Kepler-97,Kepler-97 b,Transit,2.58664000,+48d40m24.4s,48.673431,3.51000,1.480
Kepler-97,Kepler-97 c,Radial Velocity,789.00000000,+48d40m24.4s,48.673431,344.00000,
Kepler-970,Kepler-970 b,Transit,16.73652231,+40d42m31.4s,40.708726,,2.770
Kepler-971,Kepler-971 b,Transit,9.59070716,+41d10m58.2s,41.182821,,2.130
Kepler-972,Kepler-972 b,Transit,7.03932553,+43d25m31.8s,43.425495,,4.650
Kepler-973,Kepler-973 b,Transit,49.60773310,+49d55m25.9s,49.923862,,1.960
Kepler-974,Kepler-974 b,Transit,4.19449651,+40d13m14.7s,40.220753,,1.570
Kepler-975,Kepler-975 b,Transit,1.97034246,+38d29m43.0s,38.495275,,1.480
Kepler-976,Kepler-976 b,Transit,105.95641480,+46d43m46.9s,46.729706,,3.960
Kepler-977,Kepler-977 b,Transit,26.85328322,+42d14m53.5s,42.248196,,2.620
Kepler-978,Kepler-978 b,Transit,49.62215090,+43d02m36.4s,43.043453,,2.990
Kepler-979,Kepler-979 b,Transit,8.08801350,+46d24m29.8s,46.408276,,2.720
Kepler-98,Kepler-98 b,Transit,1.54168000,+37d57m52.2s,37.964506,3.55000,1.990
Kepler-980,Kepler-980 b,Transit,11.55102504,+45d03m36.6s,45.060169,,2.670
Kepler-981,Kepler-981 b,Transit,4.46975774,+47d39m00.4s,47.650101,,2.310
Kepler-982,Kepler-982 b,Transit,15.77382210,+46d35m25.5s,46.590427,,2.250
Kepler-983,Kepler-983 b,Transit,60.08550820,+45d00m29.4s,45.008167,,2.360
Kepler-984,Kepler-984 b,Transit,43.03422720,+46d23m38.9s,46.394127,,2.120
Kepler-985,Kepler-985 b,Transit,116.33190100,+44d02m59.8s,44.049953,,2.980
Kepler-986,Kepler-986 b,Transit,56.43499380,+42d53m47.2s,42.896431,,2.360
Kepler-987,Kepler-987 b,Transit,105.30331480,+46d07m51.1s,46.130848,,3.260
Kepler-988,Kepler-988 b,Transit,17.76080053,+42d14m14.1s,42.237251,,2.070
Kepler-989,Kepler-989 b,Transit,7.96431535,+47d14m01.1s,47.233631,,2.210
Kepler-99,Kepler-99 b,Transit,4.60358000,+41d18m00.2s,41.300049,6.15000,1.480
Kepler-990,Kepler-990 b,Transit,9.91723428,+46d52m53.0s,46.881393,,2.600
Kepler-990,Kepler-990 c,Transit,0.53835431,+46d52m53.0s,46.881393,,1.530
Kepler-991,Kepler-991 b,Transit,82.53425190,+49d37m35.7s,49.626572,,2.540
Kepler-992,Kepler-992 b,Transit,20.16034462,+47d38m30.4s,47.641785,,1.620
Kepler-993,Kepler-993 b,Transit,22.08557563,+44d23m40.8s,44.394661,,2.970
Kepler-994,Kepler-994 b,Transit,1.15116651,+47d24m25.5s,47.407070,,1.600
Kepler-995,Kepler-995 b,Transit,28.26731672,+39d07m51.7s,39.131038,,2.700
Kepler-996,Kepler-996 b,Transit,3.77059058,+41d32m01.0s,41.533611,,1.980
Kepler-997,Kepler-997 b,Transit,2.70730672,+49d56m20.2s,49.938934,,1.360
Kepler-998,Kepler-998 b,Transit,5.65377733,+49d12m31.5s,49.208744,,2.320
Kepler-999,Kepler-999 b,Transit,5.99185702,+46d11m54.3s,46.198418,,2.340
L 168-9,L 168-9 b,Transit,1.40150000,-60d03m54.7s,-60.065182,4.60000,1.390
L 98-59,L 98-59 b,Transit,2.25314000,-68d18m46.80s,-68.313000,,0.800
L 98-59,L 98-59 c,Transit,3.69062100,-68d18m46.80s,-68.313000,,1.350
L 98-59,L 98-59 d,Transit,7.45086000,-68d18m46.80s,-68.313000,,1.570
LHS 1140,LHS 1140 b,Transit,24.73695900,-15d16m17.5s,-15.271532,6.98000,1.727
LHS 1140,LHS 1140 c,Transit,3.77793100,-15d16m17.5s,-15.271532,1.81000,1.282
LHS 1815,LHS 1815 b,Transit,3.81433000,-55d18m46.8s,-55.313011,8.70000,1.088
LHS 3844,LHS 3844 b,Transit,0.46292913,-69d10m08.4s,-69.168986,,1.303
LP 791-18,LP 791-18 b,Transit,0.94800500,-16d24m22.29s,-16.406192,,1.120
LP 791-18,LP 791-18 c,Transit,4.98996300,-16d24m22.29s,-16.406192,,2.310
LSPM J2116+0234,LSPM J2116+0234 b,Radial Velocity,14.43990000,+02d34m51.39s,2.580942,,
LTT 1445 A,LTT 1445 A b,Transit,5.35882000,-16d35m36.1s,-16.593372,2.20000,1.380
LkCa 15,LkCa 15 b,Imaging,,+22d21m03.5s,22.350967,,
LkCa 15,LkCa 15 c,Imaging,,+22d21m03.5s,22.350967,,
Lupus-TR-3,Lupus-TR-3 b,Transit,3.91405000,-42d58m47.7s,-42.979908,257.43100,9.976
MASCARA-1,MASCARA-1 b,Transit,2.14878000,+10d44m19.9s,10.738873,1175.97100,16.814
MASCARA-4,MASCARA-4 b,Transit,2.82406000,-66d06m49.89s,-66.113858,985.27300,17.150
MOA-2007-BLG-192L,MOA-2007-BLG-192L b,Microlensing,,-27d09m00.3s,-27.150075,3.30000,
MOA-2007-BLG-400L,MOA-2007-BLG-400L b,Microlensing,,-29d13m27.0s,-29.224153,263.79000,
MOA-2008-BLG-310L,MOA-2008-BLG-310L b,Microlensing,,-34d46m41.0s,-34.778053,23.40000,
MOA-2008-BLG-379L,MOA-2008-BLG-379L b,Microlensing,,-30d11m49.0s,-30.196931,1303.10300,
MOA-2009-BLG-266L,MOA-2009-BLG-266L b,Microlensing,2774.00000000,-35d00m19.5s,-35.005411,10.40000,
MOA-2009-BLG-319L,MOA-2009-BLG-319L b,Microlensing,,-26d49m10.9s,-26.819692,50.00000,
MOA-2009-BLG-387L,MOA-2009-BLG-387L b,Microlensing,1982.00000000,-33d59m25.2s,-33.990333,826.35800,
MOA-2010-BLG-073L,MOA-2010-BLG-073L b,Microlensing,,-26d31m22.6s,-26.522932,3496.00000,
MOA-2010-BLG-117L,MOA-2010-BLG-117L b,Microlensing,,-25d20m40.7s,-25.344639,171.62820,
MOA-2010-BLG-328L,MOA-2010-BLG-328L b,Microlensing,,-30d42m54.6s,-30.715175,9.20000,
MOA-2010-BLG-353L,MOA-2010-BLG-353L b,Microlensing,,-27d17m35.6s,-27.293233,85.81410,
MOA-2010-BLG-477L,MOA-2010-BLG-477L b,Microlensing,,-31d27m16.1s,-31.454477,476.70000,
MOA-2011-BLG-028L,MOA-2011-BLG-028L b,Microlensing,,-29d12m48.3s,-29.213417,30.00000,
MOA-2011-BLG-262L,MOA-2011-BLG-262L b,Microlensing,,-31d14m42.9s,-31.245258,17.00000,
MOA-2011-BLG-291L,MOA-2011-BLG-291L b,Microlensing,,-29d10m14.4s,-29.170666,18.00000,
MOA-2011-BLG-293L,MOA-2011-BLG-293L b,Microlensing,,-28d28m36.6s,-28.476847,1525.50000,
MOA-2011-BLG-322L,MOA-2011-BLG-322L b,Microlensing,,-27d13m15.4s,-27.220944,3686.70000,
MOA-2012-BLG-006L,MOA-2012-BLG-006L b,Microlensing,,-29d06m31.6s,-29.108778,2669.77200,
MOA-2012-BLG-505L,MOA-2012-BLG-505L b,Microlensing,,-32d02m24.3s,-32.040092,6.70000,
MOA-2013-BLG-605L,MOA-2013-BLG-605L b,Microlensing,,-29d23m53.7s,-29.398239,3.20000,
MOA-2015-BLG-337L,MOA-2015-BLG-337L b,Microlensing,,-28d10m13.0s,-28.170279,33.70000,
MOA-2016-BLG-227L,MOA-2016-BLG-227L b,Microlensing,,-27d42m51.4s,-27.714287,889.92400,
MOA-2016-BLG-319L,MOA-2016-BLG-319L b,Microlensing,,-29d45m01.7s,-29.750463,197.05460,
MOA-bin-1L,MOA-bin-1L b,Microlensing,,-29d47m38.3s,-29.793972,1175.90000,
MOA-bin-29,MOA-bin-29 b,Microlensing,,-29d44m11.63s,-29.736564,190.69800,
MXB 1658-298,MXB 1658-298 b,Eclipse Timing Variations,760.00000000,-29d56m44.1s,-29.945583,7532.57100,
NGC 2682 Sand 364,NGC 2682 Sand 364 b,Radial Velocity,121.71000000,+11d41m32.9s,11.692484,,
NGC 2682 Sand 978,NGC 2682 Sand 978 b,Radial Velocity,511.21000000,+11d45m22.7s,11.756299,,
NGC 2682 YBP 1194,NGC 2682 YBP 1194 b,Radial Velocity,6.95900000,+11d48m52.8s,11.814655,,
NGC 2682 YBP 1514,NGC 2682 YBP 1514 b,Radial Velocity,5.11800000,+11d53m11.5s,11.886530,,
NGC 2682 YBP 401,NGC 2682 YBP 401 b,Radial Velocity,4.08700000,+11d40m15.7s,11.671020,,
NGTS-1,NGTS-1 b,Transit,2.64729800,-36d37m50.8s,-36.630787,258.07796,14.908
NGTS-10,NGTS-10 b,Transit,0.76689440,-25d35m41.6268s,-25.594896,687.14846,13.507
NGTS-2,NGTS-2 b,Transit,4.51116400,-31d12m07.5s,-31.202070,235.19420,17.878
NGTS-3 A,NGTS-3 A b,Transit,1.67537280,-35d42m23.0s,-35.706394,756.43540,16.589
NGTS-4,NGTS-4 b,Transit,1.33735080,-30d48m42.49s,-30.811803,20.60000,3.180
NGTS-5,NGTS-5 b,Transit,3.35698660,+05d36m19.347s,5.605374,72.78307,12.733
NGTS-6,NGTS-6 b,Transit,0.88205900,-30d23m57.6420s,-30.399345,425.57437,14.863
NGTS-8,NGTS-8 b,Transit,2.49970000,-14d04m05.85s,-14.068292,295.58190,12.218
NGTS-9,NGTS-9 b,Transit,4.43527000,-19d20m50.33s,-19.347314,921.70700,11.994
NN Ser,NN Ser c,Eclipse Timing Variations,5573.55000000,+12d54m44.7s,12.912411,2329.60000,
NN Ser,NN Ser d,Eclipse Timing Variations,2883.50000000,+12d54m44.7s,12.912411,731.00000,
NSVS 14256825,NSVS 14256825 b,Eclipse Timing Variations,3225.00000000,+04d37m56.52s,4.632367,,
NY Vir,NY Vir b,Eclipse Timing Variations,3160.00000000,-02d01m49.1s,-2.030315,,
NY Vir,NY Vir c,Eclipse Timing Variations,8799.00000000,-02d01m49.1s,-2.030315,,
OGLE-2003-BLG-235L,OGLE-2003-BLG-235L b,Microlensing,,-28d53m42.0s,-28.895000,826.35800,
OGLE-2005-BLG-071L,OGLE-2005-BLG-071L b,Microlensing,,-34d40m23.5s,-34.673194,1207.70000,
OGLE-2005-BLG-169L,OGLE-2005-BLG-169L b,Microlensing,,-30d43m57.5s,-30.732639,14.10000,
OGLE-2005-BLG-390L,OGLE-2005-BLG-390L b,Microlensing,3285.00000000,-30d22m38.3s,-30.377306,5.50000,
OGLE-2006-BLG-109L,OGLE-2006-BLG-109L b,Microlensing,1788.50000000,-30d05m16.0s,-30.087778,231.00000,
OGLE-2006-BLG-109L,OGLE-2006-BLG-109L c,Microlensing,4927.50000000,-30d05m16.0s,-30.087778,86.00000,
OGLE-2007-BLG-349L A,OGLE-2007-BLG-349L AB c,Microlensing,2557.00000000,-26d25m19.0s,-26.421944,80.00000,
OGLE-2007-BLG-368L,OGLE-2007-BLG-368L b,Microlensing,,-32d14m14.7s,-32.237417,20.00000,
OGLE-2008-BLG-092L,OGLE-2008-BLG-092L b,Microlensing,,-34d43m35.6s,-34.726556,56.60000,
OGLE-2008-BLG-355L,OGLE-2008-BLG-355L b,Microlensing,,-30d45m34.1s,-30.759472,1462.00000,
OGLE-2011-BLG-0173L,OGLE-2011-BLG-0173L b,Microlensing,,-28d14m01.9s,-28.233862,60.38770,
OGLE-2011-BLG-0251L,OGLE-2011-BLG-0251L b,Microlensing,,-27d08m10.1s,-27.136139,168.44000,
OGLE-2011-BLG-0265L,OGLE-2011-BLG-0265L b,Microlensing,,-27d23m40.3s,-27.394528,279.68000,
OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L b,Microlensing,,-27d08m33.9s,-27.142750,46.08535,
OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L c,Microlensing,,-27d08m33.9s,-27.142750,273.33380,
OGLE-2012-BLG-0358L,OGLE-2012-BLG-0358L b,Microlensing,,-24d15m39.6s,-24.261000,587.96000,
OGLE-2012-BLG-0406L,OGLE-2012-BLG-0406L b,Microlensing,,-30d28m16.2s,-30.471167,867.64000,
OGLE-2012-BLG-0563L,OGLE-2012-BLG-0563L b,Microlensing,,-27d42m43.2s,-27.712000,123.00000,
OGLE-2012-BLG-0724L,OGLE-2012-BLG-0724L b,Microlensing,,-29d49m06.7s,-29.818528,149.38010,
OGLE-2012-BLG-0950L,OGLE-2012-BLG-0950L b,Microlensing,,-29d43m53.7s,-29.731583,35.00000,
OGLE-2013-BLG-0102L,OGLE-2013-BLG-0102L b,Microlensing,,-31d41m26.1s,-31.690583,3994.48600,
OGLE-2013-BLG-0132L,OGLE-2013-BLG-0132L b,Microlensing,,-28d25m15.7s,-28.421028,92.17070,
OGLE-2013-BLG-0341L B,OGLE-2013-BLG-0341L B b,Microlensing,,-29d50m46.0s,-29.846111,1.66000,
OGLE-2013-BLG-0911L,OGLE-2013-BLG-0911L b,Microlensing,,-29d15m13.8s,-29.253833,3022.56330,
OGLE-2013-BLG-1721L,OGLE-2013-BLG-1721L b,Microlensing,,-30d17m33.7s,-30.292694,203.41120,
OGLE-2013-BLG-1761L,OGLE-2013-BLG-1761L b,Microlensing,,-28d53m43.0s,-28.895271,858.14100,
OGLE-2014-BLG-0124L,OGLE-2014-BLG-0124L b,Microlensing,,-28d23m46.5s,-28.396250,162.09000,
OGLE-2014-BLG-0676L,OGLE-2014-BLG-0676L b,Microlensing,,-30d32m54.2s,-30.548389,982.09470,
OGLE-2014-BLG-1722L,OGLE-2014-BLG-1722L b,Microlensing,,-31d28m08.6s,-31.469055,55.30000,
OGLE-2014-BLG-1722L,OGLE-2014-BLG-1722L c,Microlensing,,-31d28m08.6s,-31.469055,83.70000,
OGLE-2014-BLG-1760L,OGLE-2014-BLG-1760L b,Microlensing,,-28d57m47.4s,-28.963158,177.98480,
OGLE-2015-BLG-0051L,OGLE-2015-BLG-0051L b,Microlensing,,-28d01m54.1s,-28.031694,228.83760,
OGLE-2015-BLG-0954L,OGLE-2015-BLG-0954L b,Microlensing,,-28d39m39.2s,-28.660889,1080.62200,
OGLE-2015-BLG-0966L,OGLE-2015-BLG-0966L b,Microlensing,,-29d02m49.6s,-29.047111,21.00000,
OGLE-2015-BLG-1649L,OGLE-2015-BLG-1649L b,Microlensing,,-32d37m58.90s,-32.633028,807.28820,
OGLE-2015-BLG-1670L,OGLE-2015-BLG-1670L b,Microlensing,,-28d33m06.9s,-28.551917,17.90000,
OGLE-2016-BLG-0263L,OGLE-2016-BLG-0263L b,Microlensing,,-31d49m07.0s,-31.818611,1303.10300,
OGLE-2016-BLG-0613L AB,OGLE-2016-BLG-0613L AB b,Microlensing,,-28d06m58.2s,-28.116167,1328.52940,
OGLE-2016-BLG-1067L,OGLE-2016-BLG-1067L b,Microlensing,,-27d00m45.5s,-27.012639,136.66690,
OGLE-2016-BLG-1190L,OGLE-2016-BLG-1190L b,Microlensing,1224.00000000,-27d36m48.8s,-27.613556,4252.56540,
OGLE-2016-BLG-1195L,OGLE-2016-BLG-1195L b,Microlensing,,-30d12m26.1s,-30.207251,1.43000,
OGLE-2016-BLG-1227L,OGLE-2016-BLG-1227L b,Microlensing,,-33d45m35.2s,-33.759778,251.08570,
OGLE-2017-BLG-0173L,OGLE-2017-BLG-0173L b,Microlensing,,-29d16m16.9s,-29.271360,3.26900,
OGLE-2017-BLG-0373L,OGLE-2017-BLG-0373L b,Microlensing,,-31d57m06.2s,-31.951723,127.44983,
OGLE-2017-BLG-0482L,OGLE-2017-BLG-0482L b,Microlensing,,-30d31m42.1s,-30.528360,9.00000,
OGLE-2017-BLG-1140L,OGLE-2017-BLG-1140L b,Microlensing,,-24d31m21.6s,-24.522667,505.34970,
OGLE-2017-BLG-1434L,OGLE-2017-BLG-1434L b,Microlensing,,-30d14m44.6s,-30.245722,4.44962,
OGLE-2017-BLG-1522L,OGLE-2017-BLG-1522L b,Microlensing,,-28d27m43.1s,-28.461971,238.37250,
OGLE-2018-BLG-0596L,OGLE-2018-BLG-0596L b,Microlensing,,-29d11m56.7s,-29.199083,13.93000,
OGLE-2018-BLG-0740L,OGLE-2018-BLG-0740L b,Microlensing,5480.00000000,-29d50m08.9s,-29.835806,1525.58400,
OGLE-2018-BLG-1011L,OGLE-2018-BLG-1011L b,Microlensing,,-29d04m58.4s,-29.082889,572.09400,
OGLE-2018-BLG-1011L,OGLE-2018-BLG-1011L c,Microlensing,,-29d04m58.4s,-29.082889,889.92400,
OGLE-TR-056,OGLE-TR-056 b,Transit,1.21191890,-29d32m21.2s,-29.539222,441.77000,15.278
